operator,scenario,device_time_mean_ms,wall_time_mean_ms,params_json,source,accuracy_passed
fused_inv_rope_fp8_quant,llama31_8b_inv_rope_decode_b8,0.0388,2.4184,"{""num_tokens"":8,""num_heads"":8,""head_dim"":128,""dtype"":""bf16"",""source"":""Llama-3.1-8B inverse RoPE + FP8, decode, batch=8"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B inverse RoPE + FP8, decode, batch=8",True
fused_inv_rope_fp8_quant,deepseek_v3_inv_rope_prefill_s64,0.0671,2.4187,"{""num_tokens"":64,""num_heads"":128,""head_dim"":128,""dtype"":""bf16"",""source"":""DeepSeek-V3 inverse RoPE + FP8, prefill, seq=64"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 inverse RoPE + FP8, prefill, seq=64",True
fused_inv_rope_fp8_quant,deepseek_v3_inv_rope_prefill_s128,0.1004,2.4838,"{""num_tokens"":128,""num_heads"":128,""head_dim"":128,""dtype"":""bf16"",""source"":""DeepSeek-V3 inverse RoPE + FP8, prefill, seq=128"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 inverse RoPE + FP8, prefill, seq=128",True
fused_inv_rope_fp8_quant,deepseek_v3_inv_rope_prefill_s256,0.1699,2.5496,"{""num_tokens"":256,""num_heads"":128,""head_dim"":128,""dtype"":""bf16"",""source"":""DeepSeek-V3 inverse RoPE + FP8, prefill, seq=256"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 inverse RoPE + FP8, prefill, seq=256",True
fused_inv_rope_fp8_quant,llama31_8b_inv_rope_prefill_s512,0.0508,2.4187,"{""num_tokens"":512,""num_heads"":8,""head_dim"":128,""dtype"":""bf16"",""source"":""Llama-3.1-8B inverse RoPE + FP8, prefill, seq=512"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B inverse RoPE + FP8, prefill, seq=512",True
fused_inv_rope_fp8_quant,deepseek_v3_inv_rope_prefill_s1024,0.6374,3.0076,"{""num_tokens"":1024,""num_heads"":128,""head_dim"":128,""dtype"":""bf16"",""source"":""DeepSeek-V3 inverse RoPE + FP8, prefill, seq=1024"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 inverse RoPE + FP8, prefill, seq=1024",True
fused_inv_rope_fp8_quant,deepseek_v3_inv_rope_prefill_s2048,1.2327,3.5977,"{""num_tokens"":2048,""num_heads"":128,""head_dim"":128,""dtype"":""bf16"",""source"":""DeepSeek-V3 inverse RoPE + FP8, prefill, seq=2048"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 inverse RoPE + FP8, prefill, seq=2048",True
fused_marlin_moe,deepseek_v3_marlin_moe_decode_b1,33.4368,35.8405,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":1,""source"":""DeepSeek-V3 Marlin MoE, decode, batch=1"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 Marlin MoE, decode, batch=1",True
fused_marlin_moe,deepseek_v3_marlin_moe_decode_b4,62.5354,64.9362,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":4,""source"":""DeepSeek-V3 Marlin MoE, decode, batch=4"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 Marlin MoE, decode, batch=4",True
fused_marlin_moe,deepseek_v3_marlin_moe_decode_b8,69.8671,72.2131,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":8,""source"":""DeepSeek-V3 Marlin MoE, decode, batch=8"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 Marlin MoE, decode, batch=8",True
fused_marlin_moe,deepseek_v3_marlin_moe_decode_b16,77.0849,79.4866,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":16,""source"":""DeepSeek-V3 Marlin MoE, decode, batch=16"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 Marlin MoE, decode, batch=16",True
fused_marlin_moe,deepseek_v3_marlin_moe_decode_b32,77.0843,79.4869,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":32,""source"":""DeepSeek-V3 Marlin MoE, decode, batch=32"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3 Marlin MoE, decode, batch=32",True
fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s64,77.0847,79.4875,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":64,""source"":""DeepSeek-V3 Marlin MoE, prefill, seq=64"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 Marlin MoE, prefill, seq=64",True
fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s128,77.0851,79.4874,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":128,""source"":""DeepSeek-V3 Marlin MoE, prefill, seq=128"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 Marlin MoE, prefill, seq=128",True
fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s256,77.0854,79.4875,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":256,""source"":""DeepSeek-V3 Marlin MoE, prefill, seq=256"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 Marlin MoE, prefill, seq=256",True
fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s512,77.086,79.4874,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":512,""source"":""DeepSeek-V3 Marlin MoE, prefill, seq=512"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 Marlin MoE, prefill, seq=512",True
fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s1024,77.0894,79.4878,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":1024,""source"":""DeepSeek-V3 Marlin MoE, prefill, seq=1024"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 Marlin MoE, prefill, seq=1024",True
fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s2048,77.0921,79.4868,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":2048,""source"":""DeepSeek-V3 Marlin MoE, prefill, seq=2048"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 Marlin MoE, prefill, seq=2048",True
fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s4096,77.1677,79.5529,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""dtype"":""bf16"",""num_tokens"":4096,""source"":""DeepSeek-V3 Marlin MoE, prefill, seq=4096"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3 Marlin MoE, prefill, seq=4096",True
fused_moe,deepseek_v3_moe_decode_b1,33.4373,35.863,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""num_tokens"":1,""dtype"":""bf16"",""source"":""DeepSeek-V3, FP8 MoE, decode, batch=1"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, FP8 MoE, decode, batch=1",True
fused_moe,deepseek_v3_moe_decode_b4,62.5358,64.9376,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""num_tokens"":4,""dtype"":""bf16"",""source"":""DeepSeek-V3, FP8 MoE, decode, batch=4"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, FP8 MoE, decode, batch=4",True
fused_moe,deepseek_v3_moe_decode_b8,77.0846,79.4875,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""num_tokens"":8,""dtype"":""bf16"",""source"":""DeepSeek-V3, FP8 MoE, decode, batch=8"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, FP8 MoE, decode, batch=8",True
fused_moe,deepseek_v3_moe_decode_b16,77.0852,79.4855,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""num_tokens"":16,""dtype"":""bf16"",""source"":""DeepSeek-V3, FP8 MoE, decode, batch=16"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, FP8 MoE, decode, batch=16",True
fused_moe,deepseek_v3_moe_decode_b32,77.0853,79.4859,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""num_tokens"":32,""dtype"":""bf16"",""source"":""DeepSeek-V3, FP8 MoE, decode, batch=32"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, FP8 MoE, decode, batch=32",True
fused_moe,deepseek_v3_moe_prefill_s64,77.0855,79.4863,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""num_tokens"":64,""dtype"":""bf16"",""source"":""DeepSeek-V3, FP8 MoE, prefill, seq=64"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, FP8 MoE, prefill, seq=64",True
fused_moe,deepseek_v3_moe_prefill_s128,77.0858,79.4874,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""num_tokens"":128,""dtype"":""bf16"",""source"":""DeepSeek-V3, FP8 MoE, prefill, seq=128"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, FP8 MoE, prefill, seq=128",True
fused_moe,deepseek_v3_moe_prefill_s256,77.0863,79.487,"{""num_experts"":8,""hidden_size"":2048,""expert_size"":512,""top_k"":2,""num_tokens"":256,""dtype"":""bf16"",""source"":""DeepSeek-V3, FP8 MoE, prefill, seq=256"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, FP8 MoE, prefill, seq=256",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs1,0.0106,2.3532,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":1,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, decode, batch=1"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, Q/KV RMSNorm, decode, batch=1",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs2,0.0108,2.3542,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":2,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, decode, batch=2"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, Q/KV RMSNorm, decode, batch=2",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs4,0.0107,2.3542,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":4,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, decode, batch=4"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, Q/KV RMSNorm, decode, batch=4",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs8,0.0109,2.3542,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":8,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, decode, batch=8"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, Q/KV RMSNorm, decode, batch=8",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs16,0.011,2.3542,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":16,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, decode, batch=16"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, Q/KV RMSNorm, decode, batch=16",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs32,0.0111,2.3542,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":32,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, decode, batch=32"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""decode""}","DeepSeek-V3, Q/KV RMSNorm, decode, batch=32",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s64,0.0112,2.3541,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":64,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, prefill, seq=64"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, Q/KV RMSNorm, prefill, seq=64",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s128,0.0114,2.3541,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":128,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, prefill, seq=128"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, Q/KV RMSNorm, prefill, seq=128",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s256,0.012,2.3542,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":256,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, prefill, seq=256"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, Q/KV RMSNorm, prefill, seq=256",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s512,0.0131,2.3845,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":512,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, prefill, seq=512"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, Q/KV RMSNorm, prefill, seq=512",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s1024,0.0157,2.4152,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":1024,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, prefill, seq=1024"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, Q/KV RMSNorm, prefill, seq=1024",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s2048,0.0212,2.4177,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":2048,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, prefill, seq=2048"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, Q/KV RMSNorm, prefill, seq=2048",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s4096,0.0358,2.4148,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":4096,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, prefill, seq=4096"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, Q/KV RMSNorm, prefill, seq=4096",True
fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s8192,0.0658,2.4188,"{""q_dim"":1536,""kv_dim"":512,""eps"":1e-06,""num_tokens"":8192,""dtype"":""bf16"",""source"":""DeepSeek-V3, Q/KV RMSNorm, prefill, seq=8192"",""model"":""deepseek-ai/DeepSeek-V3"",""phase"":""prefill""}","DeepSeek-V3, Q/KV RMSNorm, prefill, seq=8192",True
gelu,ffn_intermediate_seq2048,0.0907,2.4844,"{""M"":2048,""N"":18432,""dtype"":""bf16""}",,True
gelu,ffn_intermediate_seq4096,0.1754,2.5502,"{""M"":4096,""N"":18432,""dtype"":""bf16""}",,True
gelu,ffn_intermediate_decode,0.0053,2.3537,"{""M"":1,""N"":18432,""dtype"":""bf16""}",,True
gelu,ffn_intermediate_batch128,0.0101,2.3542,"{""M"":128,""N"":18432,""dtype"":""bf16""}",,True
gelu,hidden_size_seq2048,0.0388,2.419,"{""M"":2048,""N"":7168,""dtype"":""bf16""}",,True
gemm_w8a8,llama31_8b_w8a8_decode_b1,0.0133,2.3953,"{""M"":1,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, decode, batch=1"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B W8A8 GEMM, decode, batch=1",True
gemm_w8a8,llama31_8b_w8a8_decode_b4,0.0127,2.3871,"{""M"":4,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, decode, batch=4"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B W8A8 GEMM, decode, batch=4",True
gemm_w8a8,llama31_8b_w8a8_decode_b8,0.0125,2.3822,"{""M"":8,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, decode, batch=8"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""decode""}","Llama-3.1-8B W8A8 GEMM, decode, batch=8",True
gemm_w8a8,llama31_8b_w8a8_prefill_s64,0.0273,2.4192,"{""M"":64,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, prefill, seq=64"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B W8A8 GEMM, prefill, seq=64",True
gemm_w8a8,llama31_8b_w8a8_prefill_s128,0.0489,2.4192,"{""M"":128,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, prefill, seq=128"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B W8A8 GEMM, prefill, seq=128",True
gemm_w8a8,llama31_8b_w8a8_prefill_s256,0.0879,2.4848,"{""M"":256,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, prefill, seq=256"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B W8A8 GEMM, prefill, seq=256",True
gemm_w8a8,llama31_8b_w8a8_prefill_s512,0.1699,2.5502,"{""M"":512,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, prefill, seq=512"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B W8A8 GEMM, prefill, seq=512",True
gemm_w8a8,llama31_8b_w8a8_prefill_s1024,0.3123,2.6813,"{""M"":1024,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, prefill, seq=1024"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B W8A8 GEMM, prefill, seq=1024",True
gemm_w8a8,llama31_8b_w8a8_prefill_s2048,0.5531,2.9432,"{""M"":2048,""N"":4096,""K"":4096,""dtype"":""bf16"",""source"":""Llama-3.1-8B W8A8 GEMM, prefill, seq=2048"",""model"":""meta-llama/Llama-3.1-8B"",""phase"":""prefill""}","Llama-3.1-8B W8A8 GEMM, prefill, seq=2048",True
gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs1,0.0084,2.3533,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":1,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, decode, batch=1"",""model"":""google/gemma-2-9b"",""phase"":""decode""}","Gemma-2-9B, RMSNorm, decode, batch=1",True
gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs2,0.0084,2.3536,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":2,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, decode, batch=2"",""model"":""google/gemma-2-9b"",""phase"":""decode""}","Gemma-2-9B, RMSNorm, decode, batch=2",True
gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs4,0.0087,2.3544,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":4,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, decode, batch=4"",""model"":""google/gemma-2-9b"",""phase"":""decode""}","Gemma-2-9B, RMSNorm, decode, batch=4",True
gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs8,0.0085,2.3543,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":8,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, decode, batch=8"",""model"":""google/gemma-2-9b"",""phase"":""decode""}","Gemma-2-9B, RMSNorm, decode, batch=8",True
gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs16,0.0088,2.3536,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":16,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, decode, batch=16"",""model"":""google/gemma-2-9b"",""phase"":""decode""}","Gemma-2-9B, RMSNorm, decode, batch=16",True
gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs32,0.0086,2.3536,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":32,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, decode, batch=32"",""model"":""google/gemma-2-9b"",""phase"":""decode""}","Gemma-2-9B, RMSNorm, decode, batch=32",True
gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s64,0.0089,2.3541,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":64,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, prefill, seq=64"",""model"":""google/gemma-2-9b"",""phase"":""prefill""}","Gemma-2-9B, RMSNorm, prefill, seq=64",True
gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s128,0.0088,2.3542,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":128,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, prefill, seq=128"",""model"":""google/gemma-2-9b"",""phase"":""prefill""}","Gemma-2-9B, RMSNorm, prefill, seq=128",True
gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s256,0.009,2.3543,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":256,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, prefill, seq=256"",""model"":""google/gemma-2-9b"",""phase"":""prefill""}","Gemma-2-9B, RMSNorm, prefill, seq=256",True
gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s512,0.0093,2.3543,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":512,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, prefill, seq=512"",""model"":""google/gemma-2-9b"",""phase"":""prefill""}","Gemma-2-9B, RMSNorm, prefill, seq=512",True
gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s1024,0.0107,2.3543,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":1024,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, prefill, seq=1024"",""model"":""google/gemma-2-9b"",""phase"":""prefill""}","Gemma-2-9B, RMSNorm, prefill, seq=1024",True
gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s2048,0.0138,2.3989,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":2048,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, prefill, seq=2048"",""model"":""google/gemma-2-9b"",""phase"":""prefill""}","Gemma-2-9B, RMSNorm, prefill, seq=2048",True
gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s4096,0.0197,2.4191,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":4096,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, prefill, seq=4096"",""model"":""google/gemma-2-9b"",""phase"":""prefill""}","Gemma-2-9B, RMSNorm, prefill, seq=4096",True
gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s8192,0.0397,2.4192,"{""hidden_size"":2048,""eps"":1e-06,""num_tokens"":8192,""dtype"":""bf16"",""source"":""Gemma-2-9B, RMSNorm, prefill, seq=8192"",""model"":""google/gemma-2-9b"",""phase"":""prefill""}","Gemma-2-9B, RMSNorm, prefill, seq=8192",True
grouped_matmul,qwen3_30b_grouped_mm_decode_b1,0.0375,0.0335,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":1,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=1"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""decode""}","Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=1",True
grouped_matmul,qwen3_30b_grouped_mm_decode_b4,0.0336,0.0342,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":4,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=4"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""decode""}","Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=4",True
grouped_matmul,qwen3_30b_grouped_mm_decode_b8,0.0402,0.0433,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":8,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=8"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""decode""}","Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=8",True
grouped_matmul,qwen3_30b_grouped_mm_decode_b16,0.0702,0.0733,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":16,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=16"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""decode""}","Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=16",True
grouped_matmul,qwen3_30b_grouped_mm_prefill_s128,0.4065,0.4104,"{""num_heads"":32,""num_kv_heads"":4,""head_dim"":128,""hidden_size"":4096,""expert_size"":512,""num_experts"":8,""num_tokens"":128,""num_groups"":4,""dtype"":""bf16"",""source"":""Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=128"",""model"":""Qwen/Qwen3-30B-A3B"",""phase"":""prefill""}","Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=128",True
